dataset,distribution,n,params,ks_statistic,ks_pvalue,aic,bic,log_likelihood,label,caption,segment,segment_label,group
flow_duration__tcp,gamma,3032,"{'shape': 0.4999278546547617, 'loc': 0.0, 'scale': 1.2769962971871582}",0.055047728386826006,1.994911935291503e-08,2034.6542010843052,2046.6881565778297,-1015.3271005421526,Flow duration,"best=gamma (shape=0.4999, loc=0, scale=1.277); KS D=0.0550, p=1.99e-08; AIC=2034.7, BIC=2046.7",transport_proto,Transport protocol,tcp
flow_duration__udp,weibull,914,"{'shape': 0.38323050791364066, 'loc': 0.0, 'scale': 0.11469986687684355}",0.10885088657681802,6.923978541362747e-10,-2051.802772082215,-2042.167110939307,1027.9013860411076,Flow duration,"best=weibull (shape=0.3832, loc=0, scale=0.1147); KS D=0.1089, p=6.92e-10; AIC=-2051.8, BIC=-2042.2",transport_proto,Transport protocol,udp
flow_byte_sum__tcp,pareto,5051,"{'shape': 0.5096068475425125, 'loc': 0.0, 'scale': 60.0}",0.23121526008839188,6.767912207300242e-238,78100.11047968618,78113.16516273111,-39048.05523984309,Flow size,"best=pareto (shape=0.5096, loc=0, scale=60); KS D=0.2312, p=6.77e-238; AIC=78100.1, BIC=78113.2",transport_proto,Transport protocol,tcp
flow_byte_sum__udp,pareto,2305,"{'shape': 0.6576831637504504, 'loc': 0.0, 'scale': 60.0}",0.11835008393362789,1.3757168674475305e-28,32430.120027018835,32441.605698929696,-16213.060013509417,Flow size,"best=pareto (shape=0.6577, loc=0, scale=60); KS D=0.1184, p=1.38e-28; AIC=32430.1, BIC=32441.6",transport_proto,Transport protocol,udp
flow_throughput__tcp,lognormal,3032,"{'shape': 2.3392223839319133, 'loc': 0.0, 'scale': 60657.42244432715}",0.10147649810186021,1.2362453309345708e-27,80544.55856805442,80556.59252354794,-40270.27928402721,Flow throughput,"best=lognormal (shape=2.339, loc=0, scale=6.066e+04); KS D=0.1015, p=1.24e-27; AIC=80544.6, BIC=80556.6",transport_proto,Transport protocol,tcp
flow_throughput__udp,lognormal,914,"{'shape': 3.192559780822702, 'loc': 0.0, 'scale': 177582.43076375447}",0.0989662833252441,3.030812825254153e-08,26815.187791899334,26824.82345304224,-13405.593895949667,Flow throughput,"best=lognormal (shape=3.193, loc=0, scale=1.776e+05); KS D=0.0990, p=3.03e-08; AIC=26815.2, BIC=26824.8",transport_proto,Transport protocol,udp
iat__all,poisson,99999,"{'lambda': 34871.73871879254, 'mean_iat': 2.8676516765167643e-05, 'scale': 2.8676516765167643e-05}",0.5953830964700499,0.0,-1891865.4813982716,-1891855.9684828068,945933.7406991358,Inter-arrival time,"best=poisson (lambda=3.487e+04, mean_iat=2.868e-05, scale=2.868e-05); KS D=0.5954, p=0.00e+00; AIC=-1891865.5, BIC=-1891856.0",packet_role,Control vs data,all
frame_len__all,gamma,100000,"{'shape': 0.7084071609636651, 'loc': 0.0, 'scale': 1010.596489490766}",0.25517300523418396,0.0,1505712.97829041,1505732.00414134,-752854.489145205,Packet size,"best=gamma (shape=0.7084, loc=0, scale=1011); KS D=0.2552, p=0.00e+00; AIC=1505713.0, BIC=1505732.0",packet_role,Control vs data,all
iat__control,poisson,42612,"{'lambda': 32169.031607364483, 'mean_iat': 3.1085797427954565e-05, 'scale': 3.1085797427954565e-05}",0.6134627593408213,0.0,-799293.4011133579,-799284.7412221752,399647.70055667893,Inter-arrival time,"best=poisson (lambda=3.217e+04, mean_iat=3.109e-05, scale=3.109e-05); KS D=0.6135, p=0.00e+00; AIC=-799293.4, BIC=-799284.7",packet_role,Control vs data,control
iat__data,poisson,56018,"{'lambda': 37032.6542889536, 'mean_iat': 2.7003195401478098e-05, 'scale': 2.7003195401478098e-05}",0.5812095932981786,0.0,-1066530.903277708,-1066521.9698493613,533266.451638854,Inter-arrival time,"best=poisson (lambda=3.703e+04, mean_iat=2.7e-05, scale=2.7e-05); KS D=0.5812, p=0.00e+00; AIC=-1066530.9, BIC=-1066522.0",packet_role,Control vs data,data
frame_len__control,lognormal,42612,"{'shape': 0.23001008762551697, 'loc': 0.0, 'scale': 67.41614268147062}",0.32246401868167374,0.0,354552.1106530081,354569.43043537356,-177274.05532650405,Packet size,"best=lognormal (shape=0.23, loc=0, scale=67.42); KS D=0.3225, p=0.00e+00; AIC=354552.1, BIC=354569.4",packet_role,Control vs data,control
frame_len__data,weibull,56019,"{'shape': 2.31145243671619, 'loc': 0.0, 'scale': 1317.1800976621876}",0.3694213920549164,0.0,872688.9476274757,872706.8145198715,-436342.47381373786,Packet size,"best=weibull (shape=2.311, loc=0, scale=1317); KS D=0.3694, p=0.00e+00; AIC=872688.9, BIC=872706.8",packet_role,Control vs data,data
flow_duration__all,gamma,4436,"{'shape': 0.41670492253284475, 'loc': 0.0, 'scale': 1.6628482264977906}",0.07892519016362498,1.7562056264448113e-24,2261.427723074028,2274.2227397709685,-1128.713861537014,Flow duration,"best=gamma (shape=0.4167, loc=0, scale=1.663); KS D=0.0789, p=1.76e-24; AIC=2261.4, BIC=2274.2",flow_size_class,Mice vs elephant flows,all
flow_byte_sum__all,pareto,12382,"{'shape': 0.8286870178633445, 'loc': 0.0, 'scale': 60.0}",0.333393641457483,0.0,160697.23709697544,160712.0850951436,-80346.61854848772,Flow size,"best=pareto (shape=0.8287, loc=0, scale=60); KS D=0.3334, p=0.00e+00; AIC=160697.2, BIC=160712.1",flow_size_class,Mice vs elephant flows,all
flow_throughput__all,lognormal,4436,"{'shape': 2.746490668452761, 'loc': 0.0, 'scale': 54523.77068543945}",0.08926217679843007,3.325866647210251e-31,118317.92720586181,118330.72222255875,-59156.963602930904,Flow throughput,"best=lognormal (shape=2.746, loc=0, scale=5.452e+04); KS D=0.0893, p=3.33e-31; AIC=118317.9, BIC=118330.7",flow_size_class,Mice vs elephant flows,all
flow_duration__mice,gamma,3816,"{'shape': 0.4060417734834941, 'loc': 0.0, 'scale': 1.4193674674090087}",0.07004549307363656,1.0035745405048967e-16,324.50930954140904,337.0032256065454,-160.25465477070452,Flow duration,"best=gamma (shape=0.406, loc=0, scale=1.419); KS D=0.0700, p=1.00e-16; AIC=324.5, BIC=337.0",flow_size_class,Mice vs elephant flows,mice
flow_duration__elephant,gamma,620,"{'shape': 0.7091098410998048, 'loc': 0.0, 'scale': 1.9891667789881833}",0.18468773941583072,5.533766022672746e-19,1615.0527050339301,1623.9121439900084,-805.5263525169651,Flow duration,"best=gamma (shape=0.7091, loc=0, scale=1.989); KS D=0.1847, p=5.53e-19; AIC=1615.1, BIC=1623.9",flow_size_class,Mice vs elephant flows,elephant
flow_byte_sum__mice,pareto,11762,"{'shape': 1.0557397836175744, 'loc': 0.0, 'scale': 60.0}",0.3486651929943887,0.0,140849.3846567825,140864.12991533254,-70422.69232839125,Flow size,"best=pareto (shape=1.056, loc=0, scale=60); KS D=0.3487, p=0.00e+00; AIC=140849.4, BIC=140864.1",flow_size_class,Mice vs elephant flows,mice
flow_byte_sum__elephant,pareto,620,"{'shape': 0.811470437218389, 'loc': 0.0, 'scale': 8040.0}",0.09351725581882717,3.60350350786701e-05,14181.443861004027,14190.303299960106,-7088.7219305020135,Flow size,"best=pareto (shape=0.8115, loc=0, scale=8040); KS D=0.0935, p=3.60e-05; AIC=14181.4, BIC=14190.3",flow_size_class,Mice vs elephant flows,elephant
flow_throughput__mice,lognormal,3816,"{'shape': 2.7516271210054777, 'loc': 0.0, 'scale': 40014.22147919445}",0.11566040495442298,6.274966592159664e-45,99434.62067146503,99447.11458753017,-49715.310335732516,Flow throughput,"best=lognormal (shape=2.752, loc=0, scale=4.001e+04); KS D=0.1157, p=6.27e-45; AIC=99434.6, BIC=99447.1",flow_size_class,Mice vs elephant flows,mice
flow_throughput__elephant,lognormal,620,"{'shape': 1.7758843068530032, 'loc': 0.0, 'scale': 366117.8131867079}",0.08814097584604486,0.0001218973826963833,18360.894884691676,18369.754323647754,-9178.447442345838,Flow throughput,"best=lognormal (shape=1.776, loc=0, scale=3.661e+05); KS D=0.0881, p=1.22e-04; AIC=18360.9, BIC=18369.8",flow_size_class,Mice vs elephant flows,elephant
iat__all,poisson,99999,"{'lambda': 34871.73871879254, 'mean_iat': 2.8676516765167643e-05, 'scale': 2.8676516765167643e-05}",0.5953830964700499,0.0,-1891865.4813982716,-1891855.9684828068,945933.7406991358,Inter-arrival time,"best=poisson (lambda=3.487e+04, mean_iat=2.868e-05, scale=2.868e-05); KS D=0.5954, p=0.00e+00; AIC=-1891865.5, BIC=-1891856.0",app_proto,Application protocol,all
frame_len__all,gamma,100000,"{'shape': 0.7084071609636651, 'loc': 0.0, 'scale': 1010.596489490766}",0.25517300523418396,0.0,1505712.97829041,1505732.00414134,-752854.489145205,Packet size,"best=gamma (shape=0.7084, loc=0, scale=1011); KS D=0.2552, p=0.00e+00; AIC=1505713.0, BIC=1505732.0",app_proto,Application protocol,all
flow_duration__all,gamma,4436,"{'shape': 0.41670492253284475, 'loc': 0.0, 'scale': 1.6628482264977906}",0.07892519016362498,1.7562056264448113e-24,2261.427723074028,2274.2227397709685,-1128.713861537014,Flow duration,"best=gamma (shape=0.4167, loc=0, scale=1.663); KS D=0.0789, p=1.76e-24; AIC=2261.4, BIC=2274.2",app_proto,Application protocol,all
flow_byte_sum__all,pareto,12382,"{'shape': 0.8286870178633445, 'loc': 0.0, 'scale': 60.0}",0.333393641457483,0.0,160697.23709697544,160712.0850951436,-80346.61854848772,Flow size,"best=pareto (shape=0.8287, loc=0, scale=60); KS D=0.3334, p=0.00e+00; AIC=160697.2, BIC=160712.1",app_proto,Application protocol,all
iat__http,poisson,58535,"{'lambda': 38014.43035179665, 'mean_iat': 2.6305799948748613e-05, 'scale': 2.6305799948748613e-05}",0.5937056538738718,0.0,-1117515.570666497,-1117506.5932863522,558758.7853332486,Inter-arrival time,"best=poisson (lambda=3.801e+04, mean_iat=2.631e-05, scale=2.631e-05); KS D=0.5937, p=0.00e+00; AIC=-1117515.6, BIC=-1117506.6",app_proto,Application protocol,http
iat__tls,poisson,8845,"{'lambda': 34053.28405328406, 'mean_iat': 2.936574335782928e-05, 'scale': 2.936574335782928e-05}",0.5873631975370898,0.0,-166915.21024407624,-166908.12263646963,83458.60512203812,Inter-arrival time,"best=poisson (lambda=3.405e+04, mean_iat=2.937e-05, scale=2.937e-05); KS D=0.5874, p=0.00e+00; AIC=-166915.2, BIC=-166908.1",app_proto,Application protocol,tls
iat__dns,poisson,2462,"{'lambda': 25472.830360468488, 'mean_iat': 3.925751421608448e-05, 'scale': 3.925751421608448e-05}",0.5834999314336042,0.0,-45029.79049109983,-45023.98176179309,22515.895245549917,Inter-arrival time,"best=poisson (lambda=2.547e+04, mean_iat=3.926e-05, scale=3.926e-05); KS D=0.5835, p=0.00e+00; AIC=-45029.8, BIC=-45024.0",app_proto,Application protocol,dns
iat__rdp,poisson,868,"{'lambda': 28754.09944678173, 'mean_iat': 3.477764976958525e-05, 'scale': 3.477764976958525e-05}",0.59074087237825,3.8368526201992436e-289,-16084.70584589207,-16079.93965417741,8043.352922946035,Inter-arrival time,"best=poisson (lambda=2.875e+04, mean_iat=3.478e-05, scale=3.478e-05); KS D=0.5907, p=3.84e-289; AIC=-16084.7, BIC=-16079.9",app_proto,Application protocol,rdp
iat__ssh,poisson,474,"{'lambda': 21669.562037121694, 'mean_iat': 4.614767932489452e-05, 'scale': 4.614767932489452e-05}",0.5449947715916029,1.6184157086632534e-132,-8514.513361808442,-8510.352154486747,4258.256680904221,Inter-arrival time,"best=poisson (lambda=2.167e+04, mean_iat=4.615e-05, scale=4.615e-05); KS D=0.5450, p=1.62e-132; AIC=-8514.5, BIC=-8510.4",app_proto,Application protocol,ssh
frame_len__http,gamma,58536,"{'shape': 0.6993638956427005, 'loc': 0.0, 'scale': 1119.7639893731125}",0.3026936349982424,0.0,891455.2419932291,891473.1967876863,-445725.62099661457,Packet size,"best=gamma (shape=0.6994, loc=0, scale=1120); KS D=0.3027, p=0.00e+00; AIC=891455.2, BIC=891473.2",app_proto,Application protocol,http
frame_len__tls,gamma,8845,"{'shape': 0.7090455559333394, 'loc': 0.0, 'scale': 1017.0139396700924}",0.2499379818730424,0.0,133316.37235176892,133330.5475669821,-66656.18617588446,Packet size,"best=gamma (shape=0.709, loc=0, scale=1017); KS D=0.2499, p=0.00e+00; AIC=133316.4, BIC=133330.5",app_proto,Application protocol,tls
frame_len__dns,lognormal,2462,"{'shape': 0.8732341832947852, 'loc': 0.0, 'scale': 213.4502735597303}",0.1371131195457735,7.796885187624031e-41,32732.798490569938,32744.415949183425,-16364.399245284969,Packet size,"best=lognormal (shape=0.8732, loc=0, scale=213.5); KS D=0.1371, p=7.80e-41; AIC=32732.8, BIC=32744.4",app_proto,Application protocol,dns
frame_len__rdp,lognormal,868,"{'shape': 0.3433707456245654, 'loc': 0.0, 'scale': 65.97833352235041}",0.4109088508316101,4.438406390893347e-133,7884.260243645452,7893.792627074772,-3940.130121822726,Packet size,"best=lognormal (shape=0.3434, loc=0, scale=65.98); KS D=0.4109, p=4.44e-133; AIC=7884.3, BIC=7893.8",app_proto,Application protocol,rdp
frame_len__ssh,lognormal,474,"{'shape': 1.2875332186350097, 'loc': 0.0, 'scale': 234.12102437044595}",0.23533894038640413,1.4161479195447395e-23,6760.874614039504,6769.197028682895,-3378.437307019752,Packet size,"best=lognormal (shape=1.288, loc=0, scale=234.1); KS D=0.2353, p=1.42e-23; AIC=6760.9, BIC=6769.2",app_proto,Application protocol,ssh
flow_duration__http,weibull,2132,"{'shape': 0.6469986635855903, 'loc': 0.0, 'scale': 0.4058527475958784}",0.06684907388284578,9.972699365064301e-09,946.4700161606685,957.7996477312399,-471.23500808033424,Flow duration,"best=weibull (shape=0.647, loc=0, scale=0.4059); KS D=0.0668, p=9.97e-09; AIC=946.5, BIC=957.8",app_proto,Application protocol,http
flow_duration__dns,weibull,629,"{'shape': 0.43260023689158345, 'loc': 0.0, 'scale': 0.0526623370375875}",0.13756504829691252,7.615094405697473e-11,-2316.244315156414,-2307.356052643013,1160.122157578207,Flow duration,"best=weibull (shape=0.4326, loc=0, scale=0.05266); KS D=0.1376, p=7.62e-11; AIC=-2316.2, BIC=-2307.4",app_proto,Application protocol,dns
flow_duration__tls,gamma,533,"{'shape': 0.41608513079128523, 'loc': 0.0, 'scale': 1.6473836677741927}",0.15671246760287325,6.722882380979824e-12,262.0033568855812,270.56039973391285,-129.0016784427906,Flow duration,"best=gamma (shape=0.4161, loc=0, scale=1.647); KS D=0.1567, p=6.72e-12; AIC=262.0, BIC=270.6",app_proto,Application protocol,tls
flow_byte_sum__http,pareto,3446,"{'shape': 0.4915508440051719, 'loc': 0.0, 'scale': 60.0}",0.23681055204753954,1.7041283214819735e-170,54029.78155120964,54042.07149004382,-27012.89077560482,Flow size,"best=pareto (shape=0.4916, loc=0, scale=60); KS D=0.2368, p=1.70e-170; AIC=54029.8, BIC=54042.1",app_proto,Application protocol,http
flow_byte_sum__dns,lognormal,1510,"{'shape': 0.8755109878035038, 'loc': 0.0, 'scale': 330.61889071862277}",0.06994224310456021,7.221285183239399e-07,21406.610987568856,21417.250717428473,-10701.305493784428,Flow size,"best=lognormal (shape=0.8755, loc=0, scale=330.6); KS D=0.0699, p=7.22e-07; AIC=21406.6, BIC=21417.3",app_proto,Application protocol,dns
flow_byte_sum__tls,pareto,712,"{'shape': 0.4057243145515862, 'loc': 0.0, 'scale': 60.0}",0.11528259507464567,1.0631662605243091e-08,12052.68293618107,12061.819092003894,-6024.341468090535,Flow size,"best=pareto (shape=0.4057, loc=0, scale=60); KS D=0.1153, p=1.06e-08; AIC=12052.7, BIC=12061.8",app_proto,Application protocol,tls
flow_byte_sum__smb,pareto,237,"{'shape': 20.271908924157493, 'loc': 0.0, 'scale': 60.0}",0.48135908621213125,4.838207389897592e-51,1015.7235062416988,1022.6596265239691,-505.8617531208494,Flow size,"best=pareto (shape=20.27, loc=0, scale=60); KS D=0.4814, p=4.84e-51; AIC=1015.7, BIC=1022.7",app_proto,Application protocol,smb
flow_byte_sum__rdp,pareto,53,"{'shape': 2.6214037164728707, 'loc': 0.0, 'scale': 60.0}",0.6468448979711787,3.6661497006486938e-22,482.2836202351563,486.2242040622606,-239.14181011757816,Flow size,"best=pareto (shape=2.621, loc=0, scale=60); KS D=0.6468, p=3.67e-22; AIC=482.3, BIC=486.2",app_proto,Application protocol,rdp
